ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	135/1157	278/3188	7.7802740008165e-06	0.000880560296735268	0.000756968011808764	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Gja1/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Cit/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Dbn1/Macf1/Map1a/Plxnc1/Celsr2/Uchl1/Coro1c/Epb41l3/Tpbg/Twf2/Cpne6/Rasal1/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Hsp90ab1/Edn1/Plaa/Lama5/Myh10/Flrt2/Map1s/Pdlim5/Tnfrsf12a/Iqgap1/Myo9b	135
BP	GO:0099537	trans-synaptic signaling	149/1157	312/3188	8.19190547940389e-06	0.000895177533249342	0.000769533625433657	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Farp1/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Chrm4/Grin2a/Grin1/Fyn/Htt/Syt2/Ina/Rph3a/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Dlg3/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Ctnnb1/Epha4/Kcnb1/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Il1rap/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Dagla/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Hapln4/Shank2/Dlg1/Synpr/Dlgap2/Slc17a6/Dmxl2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Synj1/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Cadm1/Slc12a6/Clstn3/Park7/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2/Snap23/Atp2a2/Edn1/Psmc5/Stxbp3/Fxr1/Ager/Sqstm1/Nisch/Erc1/Cav2	149
BP	GO:0043408	regulation of MAPK cascade	81/1157	152/3188	8.79733774004411e-06	0.000929292109939993	0.000798860002499444	Map3k5/Notch2/Sorl1/Sod1/Gnai2/Fn1/Insr/Ntrk2/Ppia/Mt3/Cd81/Cxcl12/Map2k4/Ripk2/Lpar1/Rap1a/Rac1/Ranbp9/Ntsr2/Nptn/Nrp1/Rgs14/Sirpa/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Slc30a10/Grm5/Adora1/Adam9/Prdx2/Grm4/Lemd2/Camk2d/Madd/Rap2a/Dlg1/Cdc42se1/Rell2/Map2k7/Rapgef2/Dusp15/Necab2/Lrp1/Spred1/Gpr37l1/Nrxn1/Synj2bp/Mapk8ip2/Pin1/Sema7a/Ndrg2/Uchl1/Tpbg/Plcb1/P2rx7/Ilk/Lmnb1/Ccn1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Rps3/Pebp1/Shc1/Klf4/Traf4/Ager/Sh3rf1/Rell1/Npnt/Ajuba/Traf7/Raf1/Pbk/Iqgap1/Cav2	81
BP	GO:0048858	cell projection morphogenesis	136/1157	282/3188	1.13455074747531e-05	0.00115980365120944	0.000997017770616675	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Gja1/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Cit/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cspg5/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Dbn1/Macf1/Map1a/Plxnc1/Celsr2/Uchl1/Coro1c/Epb41l3/Tpbg/Twf2/Cpne6/Rasal1/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Hsp90ab1/Edn1/Plaa/Lama5/Myh10/Flrt2/Map1s/Pdlim5/Tnfrsf12a/Iqgap1/Myo9b	136
BP	GO:0099536	synaptic signaling	155/1157	329/3188	1.38406002564239e-05	0.00137065194414398	0.00117827215340872	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Farp1/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Itpr1/Ncam1/Glul/Ntrk2/Nefh/Gna11/Gnaq/Gria1/Rasgrf1/Camk2b/Chrm4/Grin2a/Grin1/Fyn/Htt/Syt2/Ina/Rph3a/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Dlg3/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Ctnnb1/Epha4/Kcnb1/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Sorbs2/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Il1rap/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Dagla/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Hapln4/Shank2/Dlg1/Synpr/Dlgap2/Slc17a6/Dmxl2/Slc24a2/Rgs8/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Synj1/Rapgef2/Ly6g6e/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Cadm1/Slc12a6/Clstn3/Park7/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2/Snap23/Atp2a2/Edn1/Psmc5/Stxbp3/Fxr1/Ager/Sqstm1/Nisch/Erc1/Cav2	155
BP	GO:0007417	central nervous system development	123/1157	252/3188	1.51054735586275e-05	0.00145058320325123	0.00124698454767873	Ckap5/Ptprs/Scn2a/Ptprz1/Bin1/Dctn1/Numbl/Hap1/Cntnap1/Gfap/Itgb1/Cntn1/Ncam1/Atp1b2/Ntrk2/Cnp/Gnaq/Cers1/Grin1/Gpm6b/Fyn/Cxcl12/Htt/Slc1a2/Ephb3/Ncan/Plp1/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Irs2/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Hspg2/Xrcc1/Lamb2/Slc6a3/Cntn2/Bcan/Vcan/Sema5a/Spock1/Agtpbp1/Git1/Dclk2/Rtn4rl2/Robo2/Daam2/Plxna4/Rab3gap1/Hapln4/Aatk/Amigo2/Nfasc/Nrcam/Aars1/Dmxl2/Kirrel3/Aldh5a1/Tnr/Gpr158/Rapgef2/Dock7/Dusp15/Crtac1/Sirt2/Srgap2/Lrp1/Brinp1/Tspan2/Gpr37l1/Actr3/Rtn4/Rtn4r/P2ry12/Cntnap2/Nrxn1/Lingo1/Tsc1/Rtn3/Sema7a/Atp2b2/Celsr2/Atrn/Coro1c/Plcb1/Mecp2/Cul4b/Lrp2/Plxnb2/Wdr1/Col4a1/Hsp90ab1/Grn/Rbpj/Ldlr/Ldb1/Myrf/Ogdh/Stxbp3/Fxr1/Phgdh/Myh10/Ager/Tubb2a/Flna/Map1s/Ndnf/Uba6/Tacc3/Pias4/Pcm1/Rnf7/Ror1/Mbd1	123
BP	GO:0051963	regulation of synapse assembly	38/1157	60/3188	1.58597947154508e-05	0.0014782261603901	0.00127074763850113	Agrn/Ptprs/Farp1/Numbl/Sema4d/Efnb3/Lrrc4b/Ntrk2/Grin1/Ephb3/Mdga2/Ctnnb1/Adgrb1/Icam5/Il1rap/Dlg4/Nlgn2/Adgrl1/Adgrl3/Lrfn4/Negr1/Amigo2/Adgrb3/Rap2a/Slitrk4/Lrfn5/Clstn3/Actr3/Nrxn1/Clstn1/Nectin1/Srcin1/Tpbg/Eif4g1/Chd4/Flrt2/Pdlim5/Adgre5	38
BP	GO:0043410	positive regulation of MAPK cascade	61/1157	109/3188	1.63306454656354e-05	0.00147862329944568	0.00127108903654329	Map3k5/Notch2/Sod1/Gnai2/Insr/Ntrk2/Ppia/Mt3/Cd81/Cxcl12/Map2k4/Ripk2/Lpar1/Rap1a/Ntsr2/Nptn/Nrp1/Egfr/Notch1/Ctnnb1/Epha4/Slc30a10/Grm5/Adora1/Adam9/Prdx2/Grm4/Camk2d/Madd/Rell2/Map2k7/Rapgef2/Dusp15/Necab2/Lrp1/Gpr37l1/Nrxn1/Mapk8ip2/Sema7a/Tpbg/Plcb1/P2rx7/Ilk/Lmnb1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Rps3/Shc1/Traf4/Ager/Sh3rf1/Rell1/Npnt/Ajuba/Traf7/Raf1/Iqgap1/Cav2	61
BP	GO:0072359	circulatory system development	119/1157	244/3188	2.20867929918388e-05	0.00188686476163042	0.00162203119134362	Notch2/Adam10/Fhl2/Thy1/Cfh/Itgb1/Fn1/Gpx1/Ncam1/Glul/Insr/Ntrk2/Bsg/Lama1/Gna11/Gnaq/Gja1/Gna13/Vcam1/Cxcl12/Itgav/Map2k4/Ppp3cb/Ndufs6/Efnb2/Ephb3/Rhob/Rap1a/Rac1/Ptn/Prkcb/Nrp1/Cxadr/Egfr/Notch1/Ctnnb1/Hspg2/Itgb8/Plxnd1/Adgrb1/Sorbs2/Vcan/Sema5a/Ccn3/Thsd7a/Lemd2/Nrxn3/Camk2d/Atp2b4/Robo2/Plxna4/Adgrb3/Ank2/Gpc3/Rapgef2/Lrp1/Pde2a/Spred1/Rtn4/Nrxn1/Ndufv2/Synj2bp/Prkar1a/Nebl/Tsc1/Pin1/Plec/Add1/Mecp2/Lrp2/Rnf213/Arid2/Hk2/Ilk/Adam15/Zfand5/Sp1/Col4a1/Anxa2/Col4a2/Pgk1/Anxa1/Dnmt1/Ccn1/Edn1/Rxrb/Grn/Ccn2/Aimp1/Rbpj/Thbs1/Ldlr/Lmna/Pkm/Shc1/Pdlim7/Dipk2a/Klf4/Fzd7/Slc9a1/Gata6/Pik3c2a/Fbn1/Myh10/Pds5a/Ctdp1/Naa15/Flrt2/Flna/Nsd2/Ndnf/Pdlim5/Pdlim2/Hnrnpu/Rnh1/Mthfd1/Hgs/Tnfrsf12a/Cacybp	119
BP	GO:0007268	chemical synaptic transmission	145/1157	307/3188	2.31370087467863e-05	0.00188686476163042	0.00162203119134362	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Chrm4/Grin2a/Grin1/Fyn/Htt/Syt2/Ina/Rph3a/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Dlg3/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Ctnnb1/Epha4/Kcnb1/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Hapln4/Shank2/Dlg1/Synpr/Dlgap2/Slc17a6/Dmxl2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Synj1/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Slc12a6/Clstn3/Park7/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2/Snap23/Atp2a2/Edn1/Psmc5/Stxbp3/Fxr1/Ager/Sqstm1/Nisch/Erc1/Cav2	145
BP	GO:0098916	anterograde trans-synaptic signaling	145/1157	307/3188	2.31370087467863e-05	0.00188686476163042	0.00162203119134362	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Chrm4/Grin2a/Grin1/Fyn/Htt/Syt2/Ina/Rph3a/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Dlg3/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Ctnnb1/Epha4/Kcnb1/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Hapln4/Shank2/Dlg1/Synpr/Dlgap2/Slc17a6/Dmxl2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Synj1/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Slc12a6/Clstn3/Park7/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2/Snap23/Atp2a2/Edn1/Psmc5/Stxbp3/Fxr1/Ager/Sqstm1/Nisch/Erc1/Cav2	145
BP	GO:0051094	positive regulation of developmental process	167/1157	361/3188	2.32211188714378e-05	0.00188686476163042	0.00162203119134362	Agrn/Cd101/Ptprz1/Akap5/Atp2b1/Bin1/Flot1/Numbl/Sema4d/Map3k5/Notch2/Hap1/Sorl1/Lamc1/Gfap/Nefl/Itgb1/Lrrc4b/Fn1/Ncam1/Map1b/Insr/Ntrk2/Lama1/Gja1/Camk2b/Gpm6b/Cxcl12/Syt2/Efnb2/Ephb3/Ncan/Ripk2/Actr2/Lpar1/Rhob/Rap1a/Rac1/Ptn/Gnas/Prkcb/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Itgb8/Marchf5/Plxnd1/Adgrb1/Agap2/Grm5/Vwc2l/Islr2/Lama2/Arhgef2/Adam9/Lamb2/Slc6a3/Bcan/Il1rap/Vcan/Dlg4/Sema5a/Crtc1/Nlgn2/Tiam2/Mtch2/Cyfip1/Robo2/Map6/Adgrl1/Adgrl3/Plxna4/Hapln4/Amigo2/Adgrb3/Slitrk4/Dlg1/Olfm2/Gjc2/Synj1/Rapgef2/Plxnb1/Ahi1/Itpka/Sgip1/Sirt2/Lrp1/Brinp1/Clstn3/Actr3/Rims1/Rtn4/Nrxn1/Rpl4/Clstn1/Uchl3/Tesc/Pin1/Sema7a/Dbn1/Macf1/Add1/Plxnc1/Gpc1/Atp11c/Coro1c/Tpbg/Twf2/Cpne6/Plcb1/P2rx7/Rasal1/Mecp2/Lrp2/Plxnb2/Arid2/Hk2/Casp6/Mapkapk5/Ilk/F11r/Actn3/Sp1/Anxa1/Ccn1/Edn1/Plaa/Rxrb/Grn/Ccn2/Rbpj/Thbs1/Lmna/Pkm/Bmp1/Ect2/Pdlim7/Myrf/Atad5/Klf4/Gata6/Ltbp3/Ager/Tead4/Cdkn2a/Fndc3b/Eif4g1/Rif1/Flrt2/Flna/Nsd2/Phldb2/Hnrnpu/Npnt/Srrt/Zdhhc6/Tnfrsf12a/Iqgap1/Adgre5/Clic1	167
BP	GO:0051962	positive regulation of nervous system development	77/1157	146/3188	2.41711586613896e-05	0.00191496004494859	0.00164618312146516	Agrn/Ptprz1/Akap5/Bin1/Numbl/Sema4d/Notch2/Hap1/Gfap/Nefl/Itgb1/Lrrc4b/Fn1/Map1b/Ntrk2/Camk2b/Cxcl12/Ephb3/Ncan/Actr2/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Egfr/Notch1/Ctnnb1/Epha4/Plxnd1/Adgrb1/Grm5/Islr2/Bcan/Il1rap/Vcan/Dlg4/Sema5a/Nlgn2/Tiam2/Cyfip1/Robo2/Map6/Adgrl1/Adgrl3/Plxna4/Hapln4/Amigo2/Adgrb3/Slitrk4/Gjc2/Synj1/Plxnb1/Itpka/Lrp1/Clstn3/Actr3/Rtn4/Nrxn1/Rpl4/Clstn1/Sema7a/Dbn1/Macf1/Plxnc1/Tpbg/Twf2/Mecp2/Lrp2/Plxnb2/Ilk/Myrf/Flrt2/Srrt/Tnfrsf12a/Adgre5	77
BP	GO:0032990	cell part morphogenesis	138/1157	291/3188	2.89630693827906e-05	0.00223863333839179	0.00192442679236616	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Gja1/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Cit/Ndufs6/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cspg5/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Plec/Dbn1/Macf1/Map1a/Plxnc1/Celsr2/Uchl1/Coro1c/Epb41l3/Tpbg/Twf2/Cpne6/Rasal1/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Hsp90ab1/Edn1/Plaa/Lama5/Myh10/Flrt2/Map1s/Pdlim5/Tnfrsf12a/Iqgap1/Myo9b	138
BP	GO:0048584	positive regulation of response to stimulus	210/1157	470/3188	3.13710951762853e-05	0.0023662137637038	0.00203410048677664	Ptprs/Akap5/Flot1/Sema4d/Map3k5/Notch2/Adam10/Hap1/Sorl1/Thy1/Lamc1/Ctsl/Cfh/Sod1/Gnai2/Itgb1/Fn1/Gpx1/Camk2a/Ncam1/Calr/Insr/Ntrk2/Gapdh/Ppia/Ctsd/Lama1/Gja1/Cat/Rasgrf1/Mt3/Camk2b/Grin2a/Grin1/Cd81/Fyn/Cxcl12/Htt/Itgav/Cnr1/Map2k4/Ppp3cb/Cd38/Actn4/Ripk2/Actr2/Lpar1/Rpl23/Rap1a/Rac1/Hspd1/Ptn/Gnas/Prkcg/Rps12/Prkcb/Ntsr2/Irs2/Nptn/Nrp1/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Agap2/Slc30a10/Grm5/Prag1/Xrcc1/Cttn/Adora1/Lama2/Traf3/Adam9/Prdx2/Lamb2/Cd55/Mog/Dlg4/Ddx3x/Sema5a/Trim28/Ccn3/Cr1l/Grm4/Nlgn2/Slc39a10/Camk2d/Ube2o/Mtch2/Cyfip1/Robo2/Daam2/Madd/Tmem198/Rell2/Csnk1g1/Map2k7/Gpc3/Rapgef2/Plxnb1/Tspan14/Dusp15/Wasf1/Cadm1/Sirt2/Zdhhc5/Hpx/Necab2/Lrp1/Pde2a/Spred1/Gpr37l1/Park7/Rims1/Rtn4/Rtn4r/P2ry12/Nrxn1/Synj2bp/Mapk8ip2/Gucy1a1/Lancl2/Pin1/Sema7a/Dbn1/Macf1/Serinc3/Cxcl14/Dmtn/Tpbg/Plcb1/P2rx7/Lrp2/Arid2/Casp6/Fkbp8/Ilk/F11r/H2-K1/Anxa1/Hsp90ab1/Lmnb1/Lgals1/Ptbp1/Ccn1/Rps6ka3/Edn1/Pdia3/Grn/Prkcd/Ccn2/Rbpj/Mif/Thbs1/Plaur/Ldlr/Fus/Nploc4/Rps20/Rps3/Pebp1/Hint1/Shc1/Vcp/Pip4p1/Zc3hav1/Atad5/Slc9a1/Gata6/Traf4/Trim25/Fbn1/Ager/Cdkn2a/Sh3rf1/Smchd1/Rif1/Pum1/Trim56/Rraga/Rnf168/Nup93/Lars1/Flna/Nsd2/Cherp/Rell1/Nepro/Lmcd1/Npnt/Ddx1/Fbxl15/Ajuba/Traf7/Nono/Raf1/Ino80b/Tnfrsf12a/Rpl11/Ddx21/Plscr1/Iqgap1/Pias4/Tbk1/Cav2/Ror1/Trip6	210
BP	GO:0042327	positive regulation of phosphorylation	84/1157	163/3188	3.21070343449868e-05	0.0023662137637038	0.00203410048677664	Agrn/Ptprz1/Akap5/Flot1/Sema4d/Map3k5/Notch2/Itgb1/Cntn1/Insr/Ntrk2/Ppia/Mt3/Ctnnd1/Fyn/Map2k4/Ripk2/Tnks1bp1/Rap2b/Rap1a/Rac1/Gnas/Dlg3/Nptn/Nrp1/Gfra1/Vldlr/Egfr/Epha4/Agap2/Grm5/Adora1/Arhgef2/Adam9/Dlg4/Ddx3x/Rgma/Mapre3/Atp2b4/Rap2a/Dlg1/Tspan9/Camkk2/Map2k7/Rapgef2/Slc8a2/Dock7/Slco3a1/Hpx/Park7/Nrxn1/Pin1/Sema7a/Srcin1/Ptges3/P2rx7/Tnk2/Ilk/Anxa2/Hsp90ab1/Ccn1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Plaur/Rps3/Ect2/Dipk2a/Fzd7/Traf4/Fbn1/Fxr1/Ager/Sqstm1/Eif4g1/Ajuba/Raf1/Smyd3/Ranbp2/Iqgap1/Cav2/Ror1	84
BP	GO:0042692	muscle cell differentiation	64/1157	118/3188	3.87412276245626e-05	0.00275755826080089	0.00237051727390434	Rpl3l/Bin1/Flot1/Cntnap1/Fhl2/Lamc1/Cfh/Itgb1/Gpx1/Lama1/Cd81/Cxcl12/Map2k4/Ppp3cb/Efnb2/Actn4/Csrp1/Cxadr/Notch1/Ctnnb1/Igfbp5/Adgrb1/Sorbs2/Lama2/Lamb2/Ccn3/Megf10/Sort1/Camk2d/Adgrb3/Olfm2/Ank2/Cntnap2/Prkar1a/Nebl/Tsc1/Pin1/Plec/Uchl1/Mecp2/Atp2a2/Wdr1/Actn3/Dnmt1/Ptbp1/Edn1/Rxrb/Rbpj/Lmna/Csrp2/Fzd7/Slc9a1/Gata6/Myh10/Myof/Ctdp1/Pdlim5/Hnrnpu/Flnc/Npnt/Smyd3/Cacybp/Flii/Cav2	64
